accession	taxid	description	kingdom	phylum	class	domain	contig
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000140l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000141l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000142l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000143l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000144l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000147l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000148l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000149l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000151l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000153l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000155l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000159l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000162l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000163l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000164l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000165l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000166l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000167l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000168l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000170l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000171l
EU123948.1	160068	Trebouxia aggregata strain SAG 219-1d ribosomal protein S2 (rps2) gene, complete cds; tRNA-Met (trnMe(cau)) and large subunit ribosomal RNA (rnl) genes, complete sequence; putative site-specific DNA endonuclease (orf365) gene, complete cds; small subunit ribosomal RNA (rns) and tRNA-Met (trnMf(cau)) genes, complete sequence; cytochrome c oxidase subunit 1 (cox1), putative site-specific DNA endonuclease (orf335), and putative site-specific DNA endonuclease (orf256) genes, complete cds; tRNA-Phe (trnF(gaa)) and tRNA-Lys (trnK(uuu)) genes, complete sequence; and apocytochrome b (cob) and putative site-specific DNA endonuclease (orf334) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000173l
JN847694.1	285713	Uncultured Trebouxia photobiont clone Pyro5650bp H(+)-transporting ATPase (atp6) gene, complete cds; and 16S ribosomal RNA gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000021l
JN847694.1	285713	Uncultured Trebouxia photobiont clone Pyro5650bp H(+)-transporting ATPase (atp6) gene, complete cds; and 16S ribosomal RNA gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000022l
