,T. sp. A48,T. SL0000003,descriptions
IPR041702,2,1,"Magnesium-chelatase BchD/ChlD, VWA domain"
IPR000109,1,1,Proton-dependent oligopeptide transporter family
IPR018456,1,1,"PTR2 family proton/oligopeptide symporter, conserved site"
IPR008685,2,1,Centromere protein Mis12
IPR007788,1,1,Glutaminyl-peptide cyclotransferase
IPR004870,1,1,"Nucleoporin, Nup155-like"
IPR014908,1,1,"Nucleoporin, Nup133/Nup155-like, N-terminal"
IPR042533,1,1,"Nucleoporin, Nup155-like, C-terminal, subdomain 1"
IPR042538,1,1,"Nucleoporin, Nup155-like, C-terminal, subdomain 3"
IPR001514,3,2,"DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
IPR011262,4,2,"DNA-directed RNA polymerase, insert domain"
IPR011263,4,2,"DNA-directed RNA polymerase, RpoA/D/Rpb3-type"
IPR036643,4,2,"DNA-directed RNA polymerase, insert domain superfamily"
IPR025704,2,1,"E3 ubiquitin ligase UBR4, C-terminal"
IPR003492,2,1,Batten's disease protein Cln3
IPR021771,1,1,"Triacylglycerol lipase, N-terminal"
IPR004780,1,1,Signal recognition particle protein
IPR022941,2,2,"Signal recognition particle, SRP54 subunit"
IPR010029,2,1,Galactonolactone dehydrogenase
IPR010164,1,1,Ornithine aminotransferase
IPR044079,1,1,"TBCE, ubiquitin-like (Ubl) domain"
IPR044994,1,1,Tubulin-specific chaperone E
IPR027887,1,1,Protein of unknown function DUF4464
IPR026762,1,1,Spindle and kinetochore-associated protein 2
IPR042091,1,1,"Ska2, N-terminal"
IPR004572,1,1,Protoporphyrinogen oxidase
IPR038772,2,0,Sphingomyelinase C/Sphingomyelin phosphodiesterase 2-like
IPR000535,1,1,Major sperm protein (MSP) domain
IPR016763,1,1,Vesicle-associated membrane-protein-associated protein
IPR015419,1,0,CTAG/Pcc1 family
IPR040922,1,1,MRPL25 domain
IPR007785,1,1,Anamorsin
IPR007042,1,1,"SERRATE/Ars2 , C-terminal"
IPR021933,1,1,"SERRATE/Ars2, N-terminal"
IPR039727,1,1,SERRATE/Ars2
IPR044519,1,1,ADP-ribosylation factor GTPase-activating protein AGD6/7
IPR025265,1,1,WPP domain
IPR038214,1,1,WPP domain superfamily
IPR014898,1,0,"Zinc finger, C2H2, LYAR-type"
IPR039999,1,0,Cell growth-regulating nucleolar protein
IPR001670,1,1,"Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA"
IPR018211,1,1,"Alcohol dehydrogenase, iron-type, conserved site"
IPR039697,1,1,Iron-type alcohol dehydrogenase-like
IPR007866,1,1,TRIC channel
IPR008676,1,1,MRG
IPR026541,1,1,MRG domain
IPR038217,1,1,"MRG, C-terminal domain superfamily"
IPR033173,1,1,
IPR039793,1,1,Uroporphyrinogen-III synthase
IPR039604,1,2,Nuclear segregation protein Bfr1
IPR040320,1,1,Uncharacterized protein At4g37920-like
IPR027912,1,1,Cilia- and flagella-associated protein 54
IPR007222,1,1,"Signal recognition particle receptor, alpha subunit, N-terminal"
IPR007452,2,1,Translocation and assembly module TamB
IPR002317,2,3,"Serine-tRNA ligase, type1"
IPR015866,2,2,"Serine-tRNA synthetase, type1, N-terminal"
IPR033729,2,1,Serine-tRNA ligase catalytic core domain
IPR042103,2,2,"Serine-tRNA synthetase, type1, N-terminal domain superfamily"
IPR005502,3,2,ADP-ribosylation/Crystallin J1
IPR036705,3,2,ADP-ribosylation/Crystallin J1 superfamily
IPR006001,1,1,"Carbohydrate kinase, thermoresistant glucokinase"
IPR031322,2,2,Shikimate kinase/gluconokinase
IPR036102,1,1,OsmC/Ohr superfamily
IPR014877,1,1,"Exportin-1, C-terminal"
IPR040485,1,1,"Exportin-1, repeat 3"
IPR041123,1,1,Chromosome region maintenance repeat
IPR041235,1,1,"Exportin-1, repeat 2"
IPR044818,1,1,Transcription factor ILR3-like
IPR010945,1,1,"Malate dehydrogenase, type 2"
IPR011274,1,1,"Malate dehydrogenase, NAD-dependent, cytosolic"
IPR000996,1,1,Clathrin light chain
IPR007742,1,0,"Periplasmic copper-binding protein NosD, beta helix domain"
IPR025763,1,1,"tRNA (guanine-N-7) methyltransferase catalytic subunit Trm8, eukaryote"
IPR016605,1,0,High-affinity nitrate transporter
IPR022210,1,2,Transcription activator GCR1-like domain
IPR044843,1,1,"Trans-isoprenyl diphosphate synthases, bacterial-type"
IPR036966,1,1,Carbohydrate-binding module 3 superfamily
IPR022088,1,1,Intraflagellar transport complex B protein 46
IPR024535,2,2,Pectate lyase superfamily protein
IPR013767,1,1,PAS fold
IPR032857,1,1,Alpha-ketoglutarate-dependent dioxygenase alkB homologue 4
IPR005110,2,1,"MoeA, N-terminal and linker domain"
IPR008284,4,2,"Molybdenum cofactor biosynthesis, conserved site"
IPR036135,2,1,"MoeA, N-terminal and linker domain superfamily"
IPR036688,2,1,"MoeA, C-terminal, domain IV superfamily"
IPR038987,2,1,Molybdopterin biosynthesis protein MoeA-like
IPR005111,1,1,"MoeA, C-terminal, domain IV"
IPR004923,1,1,Iron permease FTR1/Fip1/EfeU
IPR005782,2,0,"P-type ATPase, subfamily IIA, SERCA-type"
IPR005018,2,0,DOMON domain
IPR044608,1,1,Ethanolamine-phosphate cytidylyltransferase
IPR022033,1,1,RAVE complex protein Rav1 C-terminal
IPR008710,1,1,Nicastrin
IPR041084,1,1,"Nicastrin, small lobe"
IPR002908,1,1,Frataxin/CyaY
IPR017789,1,1,Frataxin
IPR020895,1,1,Frataxin conserved site
IPR036524,1,1,Frataxin/CyaY superfamily
IPR017985,2,0,"DNA methylase, N-4 cytosine-specific, conserved site"
IPR006325,1,1,"Signal recognition particle, SRP54 subunit, eukaryotic"
IPR016482,1,0,Protein transport protein SecG/Sec61-beta/Sbh
IPR030671,1,0,Protein transport Sec61-beta/Sbh
IPR032106,1,1,"2-oxoglutarate dehydrogenase E1 component, N-terminal domain"
IPR014012,3,2,Helicase/SANT-associated domain
IPR044798,2,1,Chromatin modification-related protein EAF1A/B
IPR016900,1,0,Alpha-2-glucosyltransferase Alg10
IPR021562,1,1,Protein of unknown function DUF3007
IPR007300,3,1,CidB/LrgB family
IPR040050,1,1,Zinc finger protein 830-like
IPR025715,1,1,"Chromatin target of PRMT1 protein, C-terminal"
IPR011400,1,1,Eukaryotic translation initiation factor 3 subunit B
IPR034363,1,1,"eIF3B, RNA recognition motif"
IPR033871,1,1,Sm-like protein LSm5
IPR021467,1,1,Protein of unknown function DUF3119
IPR029019,1,1,"Beta-hexosaminidase, eukaryotic type, N-terminal"
IPR024927,1,1,Purple acid phosphatase
IPR012847,1,1,"Sucrose phosphatase, plant/cyanobacteria"
IPR013261,1,1,Mitochondrial import inner membrane translocase subunit Tim21
IPR038552,1,1,Tim21 IMS domain superfamily
IPR044760,1,1,Trafficking protein particle complex subunit 2-like
IPR022542,4,1,"Focadhesin/RST, DUF3730"
IPR014955,2,0,Protein of unknown function DUF1826
IPR002650,1,1,Sulphate adenylyltransferase
IPR024951,1,1,Sulphate adenylyltransferase catalytic domain
IPR025980,1,1,ATP-sulfurylase PUA-like domain
IPR025451,1,1,Domain of unknown function DUF4211
IPR044516,1,1,UDP-glucuronic acid decarboxylase
IPR042505,3,0,Cytoplasmic dynein 2 intermediate chain 1
IPR000715,1,1,"Glycosyl transferase, family 4"
IPR033895,1,1,UDP-GlcNAc-dolichyl-phosphate GlcNAc phosphotransferase
IPR033901,3,1,DNA-directed RNA polymerases I and III subunit AC40
IPR000115,1,1,Phosphoribosylglycinamide synthetase
IPR020559,1,1,"Phosphoribosylglycinamide synthetase, conserved site"
IPR020560,1,1,"Phosphoribosylglycinamide synthetase, C-domain"
IPR020561,1,1,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"
IPR020562,1,1,"Phosphoribosylglycinamide synthetase, N-terminal"
IPR037123,1,1,"Phosphoribosylglycinamide synthetase, C-domain superfamily"
IPR036957,1,0,"Zinc finger, PARP-type superfamily"
IPR021855,1,1,PAM68-like
IPR008833,1,0,Surfeit locus protein 2
IPR018087,2,2,"Glycoside hydrolase, family 5, conserved site"
IPR044763,1,1,"Ded1/Dbp1, DEAD-box helicase domain"
IPR018129,1,1,"Phosphoenolpyruvate carboxylase, Lys active site"
IPR002490,1,1,"V-type ATPase, V0 complex, 116kDa subunit family"
IPR026028,1,1,"ATPase, V0 complex, subunit 116kDa, eukaryotic"
IPR013788,1,1,Hemocyanin/hexamerin
IPR044664,1,1,Rhodanese-like domain-containing protein 11-like
IPR001602,1,1,"Uncharacterised protein family UPF0047, YjbQ"
IPR035917,1,1,YjbQ-like superfamily
IPR002124,1,1,"Cytochrome c oxidase, subunit Vb"
IPR036972,1,1,"Cytochrome c oxidase, subunit Vb superfamily"
IPR032403,1,1,"Exocyst component Exo84, C-terminal"
IPR033961,1,1,Exocyst complex component Exo84
IPR044703,1,1,
IPR001468,1,1,"Indole-3-glycerol phosphate synthase, conserved site"
IPR018959,2,2,Domain of unknown function DUF1989
IPR024862,2,1,Transient receptor potential cation channel subfamily V
IPR022031,2,1,"Telomere-associated protein Rif1, N-terminal"
IPR028566,2,1,
IPR019564,1,1,"Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain"
IPR007303,1,1,TIP41-like protein
IPR033310,1,1,Mms4/EME1/EME2
IPR013176,1,0,Vacuolar fusion protein Ccz1
IPR043987,1,0,"CCZ1/INTU/HSP4, first Longin domain"
IPR043989,1,1,"CCZ1/INTU/HPS4, third Longin domain"
IPR038753,1,1,NF-kappa-B inhibitor-like protein 1
IPR010513,1,1,KEN domain
IPR038357,1,1,KEN domain superfamily
IPR045133,1,1,Serine/threonine-protein kinase/endoribonuclease IRE1/2-like
IPR004538,1,1,Hemolysin A /rRNA methyltransferase TlyA
IPR034571,1,0,Protein APEM9
IPR032567,1,4,LDOC1-related
IPR014830,3,1,Glycolipid transfer protein domain
IPR036497,3,1,Glycolipid transfer protein superfamily
IPR038899,2,0,Methyltransferase-like protein 22
IPR016720,1,1,"Phosphatidate cytidylyltransferase, eukaryota"
IPR026122,1,1,"Helicase MOV-10/SDE3, DEXXQ/H-box helicase domain"
IPR003194,2,0,"Transcription initiation factor IIA, gamma subunit"
IPR009083,2,0,"Transcription factor IIA, alpha-helical domain"
IPR015871,2,0,"Transcription initiation factor IIA, gamma subunit, C-terminal"
IPR015872,2,0,"Transcription initiation factor IIA, gamma subunit, N-terminal"
IPR013665,1,0,Sfi1 spindle body
IPR010729,1,0,"Ribosomal protein L47, mitochondrial"
IPR038340,1,0,"MRP-L47 superfamily, mitochondrial"
IPR007673,3,1,Condensin subunit 1
IPR001160,1,1,"Peptidase M20C, Xaa-His dipeptidase"
IPR002218,2,2,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related
IPR004416,2,2,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IPR020595,2,2,"MnmG-related, conserved site"
IPR026904,2,2,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal"
IPR040131,2,3,"MnmG, N-terminal domain"
IPR044920,2,1,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain superfamily"
IPR000197,2,1,"Zinc finger, TAZ-type"
IPR013178,2,0,Histone acetyltransferase Rtt109/CBP
IPR031162,1,0,CBP/p300-type histone acetyltransferase domain
IPR035898,2,1,TAZ domain superfamily
IPR036529,1,0,"Coactivator CBP, KIX domain superfamily"
IPR010754,1,1,Optic atrophy 3-like
IPR009361,1,1,"RZZ complex, subunit Zw10"
IPR033671,1,1,tRNA (guanosine(18)-2'-O)-methyltransferase
IPR025202,1,1,Phospholipase D-like domain
IPR007807,1,1,Helicase domain
IPR013562,1,1,"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal"
IPR027992,1,1,Possible tRNA binding domain
IPR032672,1,1,TmcA/NAT10/Kre33
IPR033688,1,1,RNA cytidine acetyltransferase NAT10
IPR004463,1,1,UDP-3-O-acyl N-acetylglucosamine deacetylase
IPR011334,1,1,"UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal"
IPR015870,1,1,"UDP-3-O-acyl N-acetylglucosamine deacetylase, N-terminal"
IPR003489,1,1,Ribosome hibernation promoting factor/RaiA
IPR032528,1,1,"Sigma 54 modulation/S30EA ribosomal protein, C-terminal"
IPR034694,1,0,"Ribosome hibernation promoting factor, long/plastid"
IPR036567,1,1,Ribosome hibernation promotion factor-like
IPR038416,1,1,"Sigma 54 modulation/S30EA ribosomal protein, C-terminal domain superfamily"
IPR018937,1,0,Membrane magnesium transporter
IPR006223,1,1,Glycine cleavage system T protein
IPR013977,1,1,"Glycine cleavage T-protein, C-terminal barrel domain"
IPR028896,1,2,Aminomethyltransferase-like
IPR029043,1,1,"Glycine cleavage T-protein/YgfZ, C-terminal"
IPR000915,1,1,60S ribosomal protein L6E
IPR041997,1,1,"Ribosomal Protein L6, KOW domain"
IPR029281,1,0,"FAM194, C-terminal"
IPR004792,1,1,"3-Dehydro-bile acid delta(4,6)-reductase-like"
IPR023166,1,1,HI0933-like insert domain superfamily
IPR006110,1,1,"RNA polymerase, subunit omega/Rpo6/RPB6"
IPR006111,1,1,Archaeal Rpo6/eukaryotic RPB6 RNA polymerase subunit
IPR012293,1,1,
IPR020708,1,1,"DNA-directed RNA polymerase, 14-18kDa subunit, conserved site"
IPR028363,1,1,"DNA-directed RNA polymerase, subunit RPB6"
IPR036161,1,1,RPB6/omega subunit-like superfamily
IPR044716,1,1,Transcriptional corepressor LEUNIG-like
IPR002161,1,1,Pyridoxal 5'-phosphate synthase subunit PdxT/SNO
IPR021196,1,1,"PdxT/SNO family, conserved site"
IPR003385,1,1,"Glycoside hydrolase, family 77"
IPR021836,1,1,Protein of unknown function DUF3429
IPR004434,2,2,Isocitrate dehydrogenase NAD-dependent
IPR001925,2,1,"Porin, eukaryotic type"
IPR001156,1,0,Transferrin-like domain
IPR018195,1,0,"Transferrin family, iron binding site"
IPR001948,1,1,Peptidase M18
IPR023358,1,1,"Peptidase M18, domain 2"
IPR013951,1,1,Histone deacetylation protein Rxt3
IPR036609,1,1,LCCL domain superfamily
IPR017499,1,1,Protein Thf1
IPR037736,1,1,Photosystem I assembly factor PSA3
IPR026002,3,0,L-2-amino-thiazoline-4-carboxylic acid hydrolase
IPR002327,1,1,"Cytochrome c, class IA/ IB"
IPR025260,1,1,"Chromodomain-helicase-DNA-binding protein 1-like, C-terminal domain"
IPR013765,1,1,DNA recombination and repair protein RecA
IPR020584,1,1,"DNA recombination/repair protein RecA, conserved site"
IPR023400,1,1,"DNA recombination and repair protein RecA, C-terminal"
IPR037471,1,0,Protein TIC56
IPR021275,1,1,Protein of unknown function DUF2854
IPR021714,1,1,"Nucleolar pre-ribosomal-associated protein 1, N-terminal"
IPR032436,1,1,"Nucleolar pre-ribosomal-associated protein 1, C-terminal domain"
IPR039844,1,2,Nucleolar pre-ribosomal-associated protein 1
IPR018146,2,1,"Glyoxalase I, conserved site"
IPR031570,2,1,"Neurobeachin/BDCP, DUF4704"
IPR001780,1,1,Ribosomal protein L35A
IPR038661,1,1,Ribosomal protein L35A superfamily
IPR009772,1,1,Cell division cycle protein 123
IPR003844,1,0,Uncharacterised protein family UPF0060
IPR033326,3,4,E3 ubiquitin-protein ligase BAH1
IPR039528,1,1,DPM1-like
IPR040251,2,1,Protein transport protein SEC31-like
IPR009917,1,0,SRA1/Sec31
IPR015338,2,1,Glycosyl transferase 64 domain
IPR008554,1,1,Glutaredoxin-like
IPR007717,1,1,"Nuclear pore localisation protein NPL4, C-terminal"
IPR016563,1,1,Nuclear protein localization protein 4
IPR006818,2,1,Histone chaperone ASF1-like
IPR036747,2,1,Histone chaperone ASF1-like superfamily
IPR011771,1,1,"Magnesium-chelatase, subunit H"
IPR021622,2,1,Afadin/alpha-actinin-binding
IPR018627,1,0,Elongator complex protein 6
IPR003929,1,1,"Calcium-activated potassium channel BK, alpha subunit"
IPR013099,2,4,Potassium channel domain
IPR027359,4,5,Voltage-dependent channel domain superfamily
IPR000397,1,1,Heat shock protein Hsp33
IPR016153,1,1,"Heat shock protein Hsp33, N-terminal"
IPR016154,1,0,"Heat shock protein Hsp33, C-terminal"
IPR044842,1,0,RNA demethylase ALKBH9B/ALKBH10B-like
IPR018800,1,0,Proline-rich protein PRCC
IPR044850,1,0,Cysteine-rich and transmembrane domain-containing protein WIH1-like
IPR016222,1,1,"Glycerol-3-phosphate O-acyltransferase, chloroplast"
IPR023083,1,1,"Glycerol-3-phosphate O-acyltransferase, alpha helical bundle, N-terminal"
IPR038114,1,1,"GPAT, N-terminal domain superfamily"
IPR044076,1,1,Ribosomal protein P2
IPR000702,2,2,Ribosomal protein L6
IPR002358,1,1,"Ribosomal protein L6, conserved site"
IPR019906,1,1,"Ribosomal protein L6, bacterial-type"
IPR020040,2,2,"Ribosomal protein L6, alpha-beta domain"
IPR036789,2,2,"Ribosomal protein L6, alpha-beta domain superfamily"
IPR003821,1,1,1-deoxy-D-xylulose 5-phosphate reductoisomerase
IPR013512,1,1,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, N-terminal"
IPR013644,1,1,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, C-terminal"
IPR026877,1,1,DXP reductoisomerase C-terminal domain
IPR036169,1,1,"DXP reductoisomerase, C-terminal domain superfamily"
IPR006181,1,0,"D-amino acid oxidase, conserved site"
IPR015202,2,2,"Galactose oxidase-like, Early set domain"
IPR037293,2,2,"Galactose oxidase, central domain superfamily"
IPR035069,1,2,TTHA1013/TTHA0281-like
IPR009723,2,0,"Pop1, N-terminal"
IPR012590,2,0,POPLD domain
IPR039182,2,0,Ribonucleases P/MRP protein subunit Pop1
IPR025156,1,0,"Ribonuclease M5, C-terminal domain"
IPR031155,1,1,Urea active transporter
IPR003245,1,1,Phytocyanin domain
IPR039391,1,0,Phytocyanin
IPR007855,4,0,"RNA-dependent RNA polymerase, eukaryotic-type"
IPR003370,1,1,Chromate transporter
IPR014047,1,1,"Chromate transporter, long chain"
IPR000185,3,2,Protein translocase subunit SecA
IPR011115,3,2,"SecA DEAD-like, N-terminal"
IPR011116,3,3,SecA Wing/Scaffold
IPR011130,3,2,"SecA, preprotein cross-linking domain"
IPR014018,3,2,SecA motor DEAD
IPR020937,3,2,SecA conserved site
IPR036266,3,3,"SecA, Wing/Scaffold superfamily"
IPR036670,3,2,"SecA, preprotein cross-linking domain superfamily"
IPR003694,1,1,NAD(+) synthetase
IPR014445,1,1,Glutamine-dependent NAD(+) synthetase
IPR022310,1,1,NAD/GMP synthase
IPR044694,1,1,Nuclear pore complex protein NUP214
IPR000744,2,1,NSF attachment protein
IPR019560,1,0,Mitochondrial 18kDa protein
IPR024747,1,0,Pyridoxamine 5'-phosphate oxidase-related
IPR033008,1,0,
IPR034098,1,0,Small nuclear ribonucleoprotein G
IPR044641,1,0,Sm-like protein Lsm7/SmG
IPR000297,3,2,"Peptidyl-prolyl cis-trans isomerase, PpiC-type"
IPR043323,1,0,Peptidyl-prolyl cis-trans isomerase PIN4
IPR031725,1,0,"Acetylserotonin O-methyltransferase, dimerisation domain"
IPR043904,4,1,PhoD-like phosphatase
IPR022552,2,0,Uncharacterised protein family Ycf55
IPR044159,1,0,IQ domain-containing protein IQM
IPR033770,1,0,"Exosome complex exonuclease RRP44, S1 domain"
IPR026350,2,1,GxxExxY protein
IPR024518,1,0,
IPR007383,1,0,Protein of unknown function DUF445
IPR000587,1,0,"Creatinase, N-terminal"
IPR032416,1,0,"Peptidase M24, C-terminal domain"
IPR033740,1,0,Aminopeptidase P
IPR019194,1,0,"Transcription elongation factor Eaf, N-terminal"
IPR027093,1,0,EAF family
IPR004006,2,2,DhaK domain
IPR004007,1,1,DhaL domain
IPR012734,1,0,Dihydroxyacetone kinase
IPR036117,1,1,DhaL domain superfamily
IPR041966,1,0,LOTUS-like domain
IPR040285,1,1,Prolyl-tRNA editing protein ProX/PRXD1
IPR019368,2,1,"Ribosomal protein S23/S29, mitochondrial"
IPR018612,1,1,"Nuclear speckle splicing regulatory protein 1, N-terminal"
IPR001333,1,1,"Peptidase M32, carboxypeptidase Taq"
IPR029398,1,1,"DNA polymerase beta, thumb domain"
IPR000529,2,1,Ribosomal protein S6
IPR035980,2,1,Ribosomal protein S6 superfamily
IPR001986,1,1,Enolpyruvate transferase domain
IPR006264,1,1,3-phosphoshikimate 1-carboxyvinyltransferase
IPR023193,1,1,"3-phosphoshikimate 1-carboxyvinyltransferase, conserved site"
IPR036968,1,1,Enolpyruvate transferase domain superfamily
IPR043701,1,1,Splicing factor Yju2
IPR044726,2,2,"ABC transporter C family, six-transmembrane helical domain 2"
IPR021910,1,0,NGX6/PGAP6/MYMK
IPR024481,1,1,"Helicase Sen1, N-terminal"
IPR002761,2,1,Diphthamide synthase domain
IPR030662,2,1,Diphthine--ammonia ligase/Uncharacterised protein MJ0570
IPR005986,1,1,"Aspartate-semialdehyde dehydrogenase, beta-type"
IPR012080,1,0,Aspartate-semialdehyde dehydrogenase
IPR009631,1,1,CGLD27-like
IPR000506,1,1,"Ketol-acid reductoisomerase, C-terminal"
IPR013023,1,1,Ketol-acid reductoisomerase
IPR013116,1,1,"Ketol-acid reductoisomerase, N-terminal"
IPR011284,1,1,3-oxoacyl-(acyl-carrier-protein) reductase
IPR027100,1,0,
IPR015637,2,1,Uracil DNA glycosylase family 2
IPR034090,1,1,"BPM, C-terminal"
IPR035009,4,1,"SR140, RNA recognition motif"
IPR003382,1,1,Flavoprotein
IPR036551,1,1,Flavin prenyltransferase-like
IPR044176,1,0,"Thioredoxin-like 4, chloroplastic"
IPR005399,1,1,"Potassium channel, voltage-dependent, beta subunit, KCNAB-related"
IPR005983,1,1,"Potassium channel, voltage-dependent, beta subunit, KCNAB"
IPR019331,1,1,"FAM192A/Fyv6, N-terminal"
IPR039845,1,1,PSME3-interacting protein
IPR002132,1,1,Ribosomal protein L5
IPR022803,1,1,Ribosomal protein L5 domain superfamily
IPR031309,1,1,"Ribosomal protein L5, C-terminal"
IPR031310,1,0,"Ribosomal protein L5, N-terminal"
IPR000806,1,1,Rab GDI protein
