GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_009189	GTX0536_12:1192560-1194517	-	336	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009190	GTX0536_12:1194937-1201482	+	598	Protease Do-like 9											GO:0004252 serine-type endopeptidase activity; GO:0005515 protein binding; GO:0006508 proteolysis		
GTX0536PRED_009191	GTX0536_12:1203089-1205437	-	261	hypothetical protein													
GTX0536PRED_009192	GTX0536_12:1206089-1212824	+	706	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
GTX0536PRED_009192	GTX0536_12:1206089-1211498	+	607	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
GTX0536PRED_009192	GTX0536_12:1206089-1211316	+	538	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
GTX0536PRED_009192	GTX0536_12:1206089-1210352	+	543	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding		
GTX0536PRED_009193	GTX0536_12:1217714-1249247	+	4311	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0005515 protein binding		
GTX0536PRED_009194	GTX0536_12:1250082-1252339	-	360	hypothetical protein											GO:0016757 glycosyltransferase activity; GO:0005975 carbohydrate metabolic process		
GTX0536PRED_009195	GTX0536_12:1254641-1256150	-	239	hypothetical protein											GO:0033743 peptide-methionine (R)-S-oxide reductase activity		
GTX0536PRED_009195	GTX0536_12:1254641-1256049	-	228	hypothetical protein											GO:0033743 peptide-methionine (R)-S-oxide reductase activity		
GTX0536PRED_009196	GTX0536_12:1256791-1258884	+	193	hypothetical protein													
GTX0536PRED_009197	GTX0536_12:1259343-1259820	+	112	hypothetical protein													
GTX0536PRED_009198	GTX0536_12:1261459-1262189	-	139	hypothetical protein													
GTX0536PRED_009199	GTX0536_12:1262660-1263398	-	96	hypothetical protein													
GTX0536PRED_009200	GTX0536_12:1263459-1268016	-	614	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_009201	GTX0536_12:1268709-1270630	+	420	hypothetical protein													
GTX0536PRED_009202	GTX0536_12:1272088-1273656	-	263	hypothetical protein													
GTX0536PRED_009203	GTX0536_12:1274405-1276779	-	269	hypothetical protein													
GTX0536PRED_009204	GTX0536_12:1279131-1282269	-	305	hypothetical protein											GO:0008168 methyltransferase activity; GO:0032259 methylation		
GTX0536PRED_009205	GTX0536_12:1282963-1290538	+	640	hypothetical protein											GO:0004470 malic enzyme activity; GO:0004471 malate dehydrogenase (decarboxylating) (NAD+) activity; GO:0051287 NAD binding		
GTX0536PRED_009206	GTX0536_12:1291375-1292439	-	310	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_009207	GTX0536_12:1292755-1297677	+	291	hypothetical protein											GO:0016818 hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0046872 metal ion binding		
GTX0536PRED_009209	GTX0536_12:1299044-1303696	+	476	hypothetical protein											GO:0005515 protein binding; GO:0006749 glutathione metabolic process		
GTX0536PRED_009210	GTX0536_12:1304207-1307115	-	424	hypothetical protein											GO:0016746 acyltransferase activity		
GTX0536PRED_009211	GTX0536_12:1309267-1310939	+	322	hypothetical protein													
GTX0536PRED_009212	GTX0536_12:1310981-1313425	-	360	Protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic											GO:0043190 ATP-binding cassette (ABC) transporter complex		
GTX0536PRED_009213	GTX0536_12:1313827-1317251	+	505	hypothetical protein													
GTX0536PRED_009213	GTX0536_12:1313827-1316050	+	379	hypothetical protein													
GTX0536PRED_009215	GTX0536_12:1319797-1326379	+	1124	hypothetical protein													
GTX0536PRED_009215	GTX0536_12:1320900-1325342	+	795	hypothetical protein													
GTX0536PRED_009216	GTX0536_12:1327705-1329194	+	436	hypothetical protein											GO:0016757 glycosyltransferase activity; GO:0006486 protein glycosylation		
GTX0536PRED_009217	GTX0536_12:1330171-1331219	-	214	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331812-1335308	+	509	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331812-1334264	+	294	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331812-1333441	+	344	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331812-1333434	+	355	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331812-1332879	+	292	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331966-1335308	+	456	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331966-1333457	+	351	hypothetical protein													
GTX0536PRED_009218	GTX0536_12:1331966-1333441	+	291	hypothetical protein													
GTX0536PRED_009219	GTX0536_12:1336194-1337304	+	305	hypothetical protein													
GTX0536PRED_009220	GTX0536_12:1337801-1342767	-	489	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_009220	GTX0536_12:1337801-1341502	-	316	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_009221	GTX0536_12:1343082-1343689	-	150	hypothetical protein													
GTX0536PRED_009222	GTX0536_12:1344670-1344985	-	104	hypothetical protein													
GTX0536PRED_009223	GTX0536_12:1345053-1352413	-	672	hypothetical protein											GO:0005509 calcium ion binding; GO:0005515 protein binding		
GTX0536PRED_009224	GTX0536_12:1352963-1354363	+	190	hypothetical protein													
GTX0536PRED_009225	GTX0536_12:1355479-1358145	-	701	hypothetical protein													
GTX0536PRED_009227	GTX0536_12:1358427-1358858	+	116	hypothetical protein													
GTX0536PRED_009228	GTX0536_12:1359897-1380355	-	1899	hypothetical protein											GO:0009190 cyclic nucleotide biosynthetic process; GO:0035556 intracellular signal transduction		
GTX0536PRED_009229	GTX0536_12:1381537-1390513	+	1146	hypothetical protein											GO:0005525 GTP binding		
GTX0536PRED_009229	GTX0536_12:1381537-1390213	+	1171	hypothetical protein											GO:0005525 GTP binding		
GTX0536PRED_009230	GTX0536_12:1391408-1396441	-	463	hypothetical protein											GO:0003677 DNA binding; GO:0046983 protein dimerization activity		
GTX0536PRED_009231	GTX0536_12:1396848-1399657	-	582	hypothetical protein											GO:0005682 U5 snRNP		
GTX0536PRED_009232	GTX0536_12:1399821-1400764	+	125	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_012661	GTX0536_12:1402478-1403261	+	260	hypothetical protein													
GTX0536PRED_009233	GTX0536_12:1404940-1416788	-	1365	hypothetical protein											GO:0003723 RNA binding; GO:0000175 3'-5'-RNA exonuclease activity; GO:0004540 RNA nuclease activity; GO:0034427 nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'		
GTX0536PRED_009234	GTX0536_12:1417311-1422776	+	1114	hypothetical protein													
GTX0536PRED_009235	GTX0536_12:1423837-1427304	+	387	hypothetical protein											GO:0004852 uroporphyrinogen-III synthase activity; GO:0033014 tetrapyrrole biosynthetic process		
GTX0536PRED_009236	GTX0536_12:1429921-1433972	-	402	hypothetical protein													
GTX0536PRED_009237	GTX0536_12:1435193-1439927	-	554	hypothetical protein													
GTX0536PRED_009238	GTX0536_12:1442917-1457847	-	1808	hypothetical protein											GO:0004252 serine-type endopeptidase activity; GO:0008236 serine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_009239	GTX0536_12:1458456-1461115	+	306	hypothetical protein													
GTX0536PRED_009240	GTX0536_12:1461629-1463202	-	290	hypothetical protein											GO:0008253 5'-nucleotidase activity; GO:0009264 deoxyribonucleotide catabolic process		
GTX0536PRED_009241	GTX0536_12:1464273-1465144	+	246	hypothetical protein													
GTX0536PRED_009242	GTX0536_12:1465877-1468362	-	330	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_009243	GTX0536_12:1468587-1473173	+	250	hypothetical protein											GO:0003824 catalytic activity; GO:0004807 triose-phosphate isomerase activity; GO:0006096 glycolytic process		
GTX0536PRED_009244	GTX0536_12:1473789-1474418	-	154	hypothetical protein											GO:0022904 respiratory electron transport chain		
GTX0536PRED_009245	GTX0536_12:1474891-1475547	+	117	hypothetical protein													
GTX0536PRED_009246	GTX0536_12:1476544-1481662	+	640	hypothetical protein											GO:0003684 damaged DNA binding; GO:0006281 DNA repair		
GTX0536PRED_009247	GTX0536_12:1482386-1484470	+	522	hypothetical protein													
GTX0536PRED_009248	GTX0536_12:1485111-1487290	+	329	hypothetical protein													
GTX0536PRED_009249	GTX0536_12:1488698-1490105	-	247	protein with putative role during mitosis											GO:0005839 proteasome core complex; GO:0019773 proteasome core complex, alpha-subunit complex; GO:0051603 proteolysis involved in protein catabolic process; GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_009250	GTX0536_12:1492642-1495873	-	291	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_009251	GTX0536_12:1498215-1498784	+	102	hypothetical protein													
GTX0536PRED_009252	GTX0536_12:1501380-1502657	+	217	hypothetical protein													
GTX0536PRED_009253	GTX0536_12:1502890-1507184	+	538	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_009254	GTX0536_12:1508529-1521149	-	1072	hypothetical protein											GO:0004789 thiamine-phosphate diphosphorylase activity; GO:0003824 catalytic activity; GO:0008972 phosphomethylpyrimidine kinase activity; GO:0009228 thiamine biosynthetic process		
GTX0536PRED_009254	GTX0536_12:1508529-1520485	-	1046	hypothetical protein											GO:0004789 thiamine-phosphate diphosphorylase activity; GO:0003824 catalytic activity; GO:0008972 phosphomethylpyrimidine kinase activity; GO:0009228 thiamine biosynthetic process		
GTX0536PRED_009255	GTX0536_12:1522030-1523763	+	244	hypothetical protein											GO:0004417 hydroxyethylthiazole kinase activity; GO:0009228 thiamine biosynthetic process		
GTX0536PRED_009256	GTX0536_12:1524865-1525593	+	207	hypothetical protein													
GTX0536PRED_009257	GTX0536_12:1526335-1532619	+	609	hypothetical protein											GO:0031262 Ndc80 complex; GO:0051315 attachment of mitotic spindle microtubules to kinetochore		
GTX0536PRED_009258	GTX0536_12:1532963-1547808	-	1521	hypothetical protein											GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975 carbohydrate metabolic process		
GTX0536PRED_009259	GTX0536_12:1548723-1550900	+	290	hypothetical protein													
GTX0536PRED_009260	GTX0536_12:1551662-1559860	+	786	hypothetical protein													
GTX0536PRED_009261	GTX0536_12:1560386-1564746	-	524	hypothetical protein													
GTX0536PRED_009262	GTX0536_12:1566967-1567426	+	152	hypothetical protein													
GTX0536PRED_009263	GTX0536_12:1568518-1569188	+	94	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_009264	GTX0536_12:1571174-1575601	+	562	hypothetical protein											GO:0016787 hydrolase activity; GO:0003993 acid phosphatase activity; GO:0046872 metal ion binding		
GTX0536PRED_009265	GTX0536_12:1576614-1580284	-	639	hypothetical protein													
GTX0536PRED_009265	GTX0536_12:1576808-1580284	-	614	hypothetical protein													
GTX0536PRED_009266	GTX0536_12:1580744-1589279	-	1168	hypothetical protein											GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975 carbohydrate metabolic process		
GTX0536PRED_009267	GTX0536_12:1589967-1590851	-	222	hypothetical protein													
GTX0536PRED_009268	GTX0536_12:1591167-1600182	+	963	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009269	GTX0536_12:1600651-1602331	-	359	hypothetical protein											GO:0003824 catalytic activity; GO:0004105 choline-phosphate cytidylyltransferase activity; GO:0009058 biosynthetic process; GO:0006657 CDP-choline pathway		
GTX0536PRED_009270	GTX0536_12:1602583-1603704	+	198	hypothetical protein													
GTX0536PRED_009271	GTX0536_12:1604248-1605325	+	163	hypothetical protein											GO:0016846 carbon-sulfur lyase activity		
GTX0536PRED_009272	GTX0536_12:1606022-1607252	+	382	hypothetical protein											GO:0071949 FAD binding		
GTX0536PRED_009272	GTX0536_12:1606190-1607252	+	326	hypothetical protein											GO:0071949 FAD binding		
GTX0536PRED_009273	GTX0536_12:1608257-1614791	+	719	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009274	GTX0536_12:1615225-1617771	-	507	hypothetical protein													
GTX0536PRED_009275	GTX0536_12:1618193-1619486	+	261	hypothetical protein													
GTX0536PRED_009276	GTX0536_12:1621764-1627032	-	916	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009277	GTX0536_12:1626975-1631976	-	611	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009277	GTX0536_12:1626975-1631900	-	530	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009278	GTX0536_12:1632866-1642484	+	1284	hypothetical protein													
GTX0536PRED_009279	GTX0536_12:1643496-1650177	+	661	hypothetical protein											GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037 heme binding; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity		
GTX0536PRED_009280	GTX0536_12:1650873-1653788	-	705	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_009281	GTX0536_12:1658296-1662106	+	627	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_009282	GTX0536_12:1663792-1665985	+	281	hypothetical protein											GO:0004392 heme oxygenase (decyclizing) activity; GO:0006788 heme oxidation		
GTX0536PRED_009283	GTX0536_12:1666034-1679116	-	1141	hypothetical protein											GO:0071203 WASH complex		
GTX0536PRED_009284	GTX0536_12:1680264-1680594	+	109	hypothetical protein													
GTX0536PRED_009285	GTX0536_12:1681196-1702045	-	2007	hypothetical protein													
GTX0536PRED_009286	GTX0536_12:1702395-1702908	+	159	hypothetical protein													
GTX0536PRED_009287	GTX0536_12:1703075-1706199	-	471	hypothetical protein													
GTX0536PRED_009288	GTX0536_12:1706507-1710067	+	332	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_009289	GTX0536_12:1710761-1711076	-	104	hypothetical protein													
GTX0536PRED_009290	GTX0536_12:1711118-1713656	-	500	hypothetical protein													
GTX0536PRED_009291	GTX0536_12:1713889-1715557	-	291	hypothetical protein													
GTX0536PRED_009292	GTX0536_12:1721243-1729824	+	1667	hypothetical protein													
GTX0536PRED_009292	GTX0536_12:1721243-1728022	+	1314	hypothetical protein													
GTX0536PRED_009292	GTX0536_12:1721243-1727138	+	1221	hypothetical protein													
GTX0536PRED_009292	GTX0536_12:1721883-1729824	+	1574	hypothetical protein													
GTX0536PRED_009292	GTX0536_12:1721967-1729824	+	1546	hypothetical protein													
GTX0536PRED_009293	GTX0536_12:1730401-1734667	-	726	hypothetical protein													
GTX0536PRED_009294	GTX0536_12:1742081-1749439	-	716	hypothetical protein											GO:0005515 protein binding		
