GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
SL003_007629	scaffold_13:2255340-2258731	+	335	hypothetical protein													
SL003_007631	scaffold_13:2259513-2265846	+	469	hypothetical protein											GO:0016021 membrane; GO:0000166 nucleotide binding; GO:0140603; GO:0005215 transporter activity; GO:0005524 ATP binding		
SL003_007632	scaffold_13:2265917-2274036	+	674	hypothetical protein											GO:0016021 membrane; GO:0000166 nucleotide binding; GO:0140603; GO:0005215 transporter activity; GO:0005524 ATP binding		
SL003_007633	scaffold_13:2275697-2277264	-	254	hypothetical protein													
SL003_007634	scaffold_13:2277732-2280219	+	400	hypothetical protein											GO:0016020 membrane; GO:0033573 high-affinity iron permease complex; GO:0005381 iron ion transmembrane transporter activity; GO:0034755 iron ion transmembrane transport		
SL003_007635	scaffold_13:2281459-2283867	+	262	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0003677 DNA binding; GO:0006355 regulation of DNA-templated transcription		
SL003_007636	scaffold_13:2285214-2290500	-	473	hypothetical protein											GO:0006777 Mo-molybdopterin cofactor biosynthetic process; GO:0032324 molybdopterin cofactor biosynthetic process		
SL003_007637	scaffold_13:2291403-2292440	-	150	hypothetical protein													
SL003_007638	scaffold_13:2293347-2294088	-	246	hypothetical protein													
SL003_007639	scaffold_13:2294538-2301557	-	641	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007640	scaffold_13:2302572-2319890	-	1285	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0005515 protein binding; GO:0006468 protein phosphorylation		
SL003_007641	scaffold_13:2320421-2321165	-	199	hypothetical protein													
SL003_007642	scaffold_13:2322468-2323956	+	181	hypothetical protein											GO:0070988 demethylation		
SL003_007643	scaffold_13:2325033-2338299	-	2070	hypothetical protein											GO:0006355 regulation of DNA-templated transcription		
SL003_007644	scaffold_13:2341653-2341897	+	75	hypothetical protein													
SL003_007645	scaffold_13:2351332-2352972	+	240	hypothetical protein													
SL003_007646	scaffold_13:2353941-2357045	-	381	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
SL003_007647	scaffold_13:2359578-2363581	+	373	hypothetical protein													
SL003_007648	scaffold_13:2364120-2368848	-	650	hypothetical protein													
SL003_007649	scaffold_13:2371992-2372817	+	105	hypothetical protein													
SL003_007650	scaffold_13:2373070-2374697	+	202	hypothetical protein													
SL003_007651	scaffold_13:2377470-2381780	+	703	hypothetical protein													
SL003_007652	scaffold_13:2383081-2389665	-	445	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0047834 D-threo-aldose 1-dehydrogenase activity		
SL003_007653	scaffold_13:2391950-2395855	+	768	hypothetical protein											GO:0003677 DNA binding		
SL003_007654	scaffold_13:2397479-2401521	-	395	hypothetical protein											GO:0042073 intraciliary transport		
SL003_007655	scaffold_13:2402557-2418518	-	1432	hypothetical protein											GO:0016021 membrane; GO:0000166 nucleotide binding; GO:0009055 electron transfer activity; GO:0019829 ATPase-coupled monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport		
SL003_007656	scaffold_13:2420308-2420856	+	81	hypothetical protein													
SL003_007657	scaffold_13:2431391-2433716	-	191	hypothetical protein													
SL003_007658	scaffold_13:2437836-2439173	+	161	hypothetical protein													
SL003_007659	scaffold_13:2446239-2448070	-	210	hypothetical protein													
SL003_007660	scaffold_13:2464963-2466113	-	320	hypothetical protein													
SL003_007661	scaffold_13:2467716-2471548	-	343	hypothetical protein													
SL003_007663	scaffold_13:2478787-2479699	-	99	hypothetical protein													
SL003_007664	scaffold_13:2479737-2480155	-	73	hypothetical protein													
SL003_007665	scaffold_13:2488231-2488928	-	130	hypothetical protein													
SL003_007666	scaffold_13:2496438-2497588	+	358	hypothetical protein													
SL003_007667	scaffold_13:2505573-2508773	-	364	hypothetical protein													
SL003_007668	scaffold_13:2509396-2513707	-	396	hypothetical protein													
SL003_007669	scaffold_13:2513921-2516262	-	475	hypothetical protein													
SL003_007670	scaffold_13:2517574-2518735	+	131	hypothetical protein											GO:0016301 kinase activity; GO:0005975 carbohydrate metabolic process		
SL003_007671	scaffold_13:2521312-2529971	+	716	hypothetical protein													
SL003_007672	scaffold_13:2530909-2533185	-	302	hypothetical protein													
SL003_007673	scaffold_13:2534100-2549027	+	2757	hypothetical protein													
SL003_007674	scaffold_13:2550744-2567435	-	1490	hypothetical protein											GO:0050660 flavin adenine dinucleotide binding; GO:0016491 oxidoreductase activity; GO:0005506 iron ion binding; GO:0071949 FAD binding; GO:0046872 metal ion binding		
SL003_007675	scaffold_13:2570851-2573742	+	303	hypothetical protein											GO:0000166 nucleotide binding; GO:0004828 serine-tRNA ligase activity; GO:0005524 ATP binding; GO:0006434 seryl-tRNA aminoacylation		
SL003_007676	scaffold_13:2574319-2575797	+	158	Serine--tRNA ligase, chloroplastic/mitochondrial											GO:0000166 nucleotide binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0004828 serine-tRNA ligase activity; GO:0005524 ATP binding; GO:0006434 seryl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
SL003_007677	scaffold_13:2576250-2577016	-	163	hypothetical protein													
SL003_007678	scaffold_13:2577448-2578596	+	175	hypothetical protein													
SL003_007679	scaffold_13:2579697-2581093	-	365	hypothetical protein											GO:0042577 lipid phosphatase activity; GO:0006644 phospholipid metabolic process		
SL003_007680	scaffold_13:2582398-2587309	-	563	hypothetical protein											GO:0016702 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen		
SL003_007681	scaffold_13:2587666-2591679	+	434	hypothetical protein											GO:0004672 protein kinase activity		
SL003_007682	scaffold_13:2592678-2594741	+	261	hypothetical protein													
SL003_007683	scaffold_13:2595114-2597276	+	247	hypothetical protein													
SL003_007684	scaffold_13:2599321-2600976	+	175	hypothetical protein													
SL003_007685	scaffold_13:2614215-2616604	+	606	hypothetical protein													
SL003_007686	scaffold_13:2617685-2619912	+	220	hypothetical protein													
SL003_007687	scaffold_13:2620291-2629117	+	1185	hypothetical protein													
SL003_007688	scaffold_13:2629831-2632063	+	251	hypothetical protein													
SL003_007689	scaffold_13:2632614-2633005	+	92	hypothetical protein													
SL003_007690	scaffold_13:2633287-2642245	+	870	hypothetical protein											GO:0005887 plasma membrane; GO:0009306 protein secretion		
SL003_007691	scaffold_13:2644185-2649084	-	483	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007692	scaffold_13:2649271-2650282	-	274	hypothetical protein													
SL003_007693	scaffold_13:2651505-2652515	+	179	hypothetical protein													
SL003_007694	scaffold_13:2653904-2666873	+	1149	hypothetical protein											GO:0016020 membrane; GO:0140359 ABC-type transporter activity; GO:0005524 ATP binding		
SL003_007695	scaffold_13:2672449-2683182	+	1267	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0006511 ubiquitin-dependent protein catabolic process; GO:0016579 protein deubiquitination		
SL003_007697	scaffold_13:2709783-2725903	-	1926	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0005515 protein binding		
SL003_007698	scaffold_13:2733026-2735866	-	539	hypothetical protein											GO:0005509 calcium ion binding		
SL003_007699	scaffold_13:2736119-2739498	+	323	hypothetical protein											GO:0070403 NAD+ binding; GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0016491 oxidoreductase activity; GO:0006631 fatty acid metabolic process		
SL003_007700	scaffold_13:2739665-2746535	-	602	hypothetical protein											GO:0005515 protein binding		
SL003_007701	scaffold_13:2748959-2750387	-	335	hypothetical protein													
SL003_007702	scaffold_13:2750689-2751871	-	112	hypothetical protein													
SL003_007703	scaffold_13:2755912-2756913	+	116	hypothetical protein													
SL003_007704	scaffold_13:2756985-2757562	+	62	hypothetical protein													
SL003_007705	scaffold_13:2764473-2765586	+	238	hypothetical protein													
SL003_007706	scaffold_13:2766915-2769743	+	530	hypothetical protein													
SL003_007707	scaffold_13:2770607-2773881	-	584	hypothetical protein													
SL003_007708	scaffold_13:2781171-2782977	-	453	hypothetical protein													
SL003_007709	scaffold_13:2786763-2787966	+	201	hypothetical protein													
SL003_007710	scaffold_13:2797019-2798076	-	241	hypothetical protein													
SL003_007711	scaffold_13:2811822-2812401	+	186	hypothetical protein											GO:0003682 chromatin binding		
SL003_007712	scaffold_14:3371-4756	+	194	hypothetical protein													
SL003_007713	scaffold_14:6713-8098	+	194	hypothetical protein													
SL003_007715	scaffold_14:20216-25903	-	827	hypothetical protein													
SL003_007716	scaffold_14:26930-28051	-	333	hypothetical protein													
SL003_007717	scaffold_14:28834-35303	+	599	hypothetical protein											GO:0016020 membrane; GO:0004571 mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; GO:0005509 calcium ion binding; GO:0005975 carbohydrate metabolic process; GO:1904380 endoplasmic reticulum mannose trimming; GO:1904382 mannose trimming involved in glycoprotein ERAD pathway		
SL003_007718	scaffold_14:44292-45477	-	152	hypothetical protein													
SL003_007719	scaffold_14:50257-53610	-	458	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0019346 transsulfuration		
SL003_007720	scaffold_14:54589-57093	+	407	hypothetical protein													
SL003_007721	scaffold_14:57608-58383	-	159	hypothetical protein											GO:0008233 peptidase activity; GO:0006508 proteolysis		
SL003_007722	scaffold_14:58761-62720	-	620	hypothetical protein											GO:0008233 peptidase activity; GO:0006508 proteolysis		
SL003_007723	scaffold_14:64344-67704	-	490	hypothetical protein											GO:0016020 membrane; GO:0046873 metal ion transmembrane transporter activity; GO:0055085 transmembrane transport; GO:0030001 metal ion transport		
SL003_007724	scaffold_14:71761-78536	+	865	hypothetical protein											GO:0008081 phosphoric diester hydrolase activity; GO:0004114 3',5'-cyclic-nucleotide phosphodiesterase activity; GO:0007165 signal transduction		
SL003_007725	scaffold_14:80191-92337	-	1601	hypothetical protein											GO:0005634 nucleus; GO:0004518 nuclease activity; GO:0003677 DNA binding; GO:0003824 catalytic activity; GO:0003697 single-stranded DNA binding; GO:0016788 hydrolase activity, acting on ester bonds; GO:0004519 endonuclease activity; GO:0006289 nucleotide-excision repair		
SL003_007726	scaffold_14:92995-97693	+	563	hypothetical protein											GO:0071013 catalytic step 2 spliceosome; GO:0005515 protein binding; GO:0000398 mRNA splicing, via spliceosome		
SL003_007727	scaffold_14:99411-101657	-	174	hypothetical protein													
SL003_007728	scaffold_14:104898-106855	-	253	hypothetical protein											GO:0005509 calcium ion binding		
SL003_007729	scaffold_14:109899-122115	+	1819	hypothetical protein													
SL003_007730	scaffold_14:124772-127987	-	369	hypothetical protein											GO:0016742 hydroxymethyl-, formyl- and related transferase activity; GO:0008864 formyltetrahydrofolate deformylase activity; GO:0006189 'de novo' IMP biosynthetic process; GO:0009058 biosynthetic process		
SL003_007731	scaffold_14:128530-144881	+	1581	hypothetical protein											GO:0016020 membrane; GO:0016021 membrane; GO:0003684 damaged DNA binding; GO:0006281 DNA repair		
SL003_007732	scaffold_14:145325-146687	-	294	hypothetical protein											GO:0015934 large ribosomal subunit; GO:0003735 structural constituent of ribosome; GO:0003723 RNA binding; GO:0006412 translation		
SL003_007733	scaffold_14:147350-149301	-	444	hypothetical protein													
SL003_007734	scaffold_14:149917-151165	+	196	hypothetical protein													
SL003_007735	scaffold_14:152792-154622	-	375	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_007736	scaffold_14:156604-156988	+	127	hypothetical protein													
SL003_007737	scaffold_14:157616-161327	-	445	hypothetical protein													
SL003_007738	scaffold_14:161765-162325	+	114	hypothetical protein													
SL003_007739	scaffold_14:164548-165070	-	173	hypothetical protein													
SL003_007740	scaffold_14:165828-174539	-	829	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_007741	scaffold_14:177702-181852	+	429	hypothetical protein											GO:0003676 nucleic acid binding; GO:0004523 RNA-DNA hybrid ribonuclease activity; GO:0046872 metal ion binding		
SL003_007742	scaffold_14:185132-191776	+	631	hypothetical protein													
SL003_007743	scaffold_14:197341-197926	-	194	hypothetical protein													
SL003_007744	scaffold_14:199276-213011	+	1531	hypothetical protein											GO:0016021 membrane; GO:0140359 ABC-type transporter activity; GO:0005524 ATP binding; GO:0055085 transmembrane transport		
